Path,Line Coverage,Function Coverage,Region Coverage
src/openssl/crypto/bn/rsaz_exp.c,0.00% (0/151),0.00% (0/2),0.00% (0/15)
src/openssl/crypto/buffer/buf_err.c,100.00% (8/8),100.00% (1/1),100.00% (3/3)
src/openssl/crypto/buffer/buf_str.c,67.92% (36/53),83.33% (5/6),63.27% (31/49)
src/openssl/crypto/buffer/buffer.c,0.00% (0/103),0.00% (0/5),0.00% (0/71)
src/openssl/crypto/camellia/cmll_misc.c,0.00% (0/14),0.00% (0/3),0.00% (0/15)
src/openssl/crypto/camellia/cmll_utl.c,0.00% (0/3),0.00% (0/1),0.00% (0/1)
src/openssl/crypto/cast/c_cfb64.c,0.00% (0/52),0.00% (0/1),0.00% (0/21)
src/openssl/crypto/cast/c_ecb.c,0.00% (0/16),0.00% (0/1),0.00% (0/9)
src/openssl/crypto/cast/c_enc.c,0.00% (0/125),0.00% (0/3),0.00% (0/160)
src/openssl/crypto/cast/c_ofb64.c,0.00% (0/40),0.00% (0/1),0.00% (0/16)
src/openssl/crypto/cast/c_skey.c,0.00% (0/81),0.00% (0/1),0.00% (0/200)
src/openssl/crypto/cmac/cm_ameth.c,0.00% (0/8),0.00% (0/2),0.00% (0/5)
src/openssl/crypto/cmac/cm_pmeth.c,0.00% (0/67),0.00% (0/8),0.00% (0/55)
src/openssl/crypto/cmac/cmac.c,0.00% (0/146),0.00% (0/10),0.00% (0/122)
src/openssl/crypto/cms/cms_asn1.c,0.00% (0/109),0.00% (0/6),0.00% (0/80)
src/openssl/crypto/cms/cms_att.c,0.00% (0/77),0.00% (0/20),0.00% (0/44)
src/openssl/crypto/cms/cms_dd.c,0.00% (0/57),0.00% (0/3),0.00% (0/38)
src/openssl/crypto/cms/cms_enc.c,0.00% (0/159),0.00% (0/4),0.00% (0/149)
src/openssl/crypto/cms/cms_env.c,0.00% (0/650),0.00% (0/28),0.00% (0/608)
src/openssl/crypto/cms/cms_err.c,100.00% (8/8),100.00% (1/1),100.00% (3/3)
src/openssl/crypto/cms/cms_io.c,0.00% (0/51),0.00% (0/8),0.00% (0/34)
src/openssl/crypto/cms/cms_kari.c,0.00% (0/306),0.00% (0/14),0.00% (0/299)
src/openssl/crypto/cms/cms_lib.c,0.00% (0/446),0.00% (0/28),0.00% (0/475)
src/openssl/crypto/cms/cms_pwri.c,0.00% (0/257),0.00% (0/5),0.00% (0/216)
src/openssl/crypto/cms/cms_sd.c,0.00% (0/722),0.00% (0/32),0.00% (0/841)
src/openssl/crypto/comp/c_zlib.c,66.67% (4/6),50.00% (1/2),50.00% (1/2)
src/openssl/crypto/comp/comp_err.c,100.00% (8/8),100.00% (1/1),100.00% (3/3)
src/openssl/crypto/comp/comp_lib.c,0.00% (0/44),0.00% (0/4),0.00% (0/29)
src/openssl/crypto/conf/conf_api.c,2.24% (3/134),10.00% (1/10),2.29% (5/218)
src/openssl/crypto/conf/conf_def.c,8.18% (39/477),31.58% (6/19),5.11% (25/489)
src/openssl/crypto/conf/conf_err.c,100.00% (8/8),100.00% (1/1),100.00% (3/3)
src/openssl/crypto/conf/conf_lib.c,8.00% (16/200),13.64% (3/22),8.53% (11/129)
src/openssl/crypto/conf/conf_mall.c,100.00% (7/7),100.00% (1/1),100.00% (1/1)
src/openssl/crypto/conf/conf_mod.c,18.48% (61/330),16.67% (4/24),15.14% (48/317)
src/openssl/crypto/constant_time_locl.h,0.00% (0/42),0.00% (0/14),0.00% (0/14)
src/openssl/crypto/cpt_err.c,100.00% (8/8),100.00% (1/1),100.00% (3/3)
src/openssl/crypto/cryptlib.c,18.03% (55/305),22.22% (8/36),9.76% (28/287)
src/openssl/crypto/cversion.c,0.00% (0/25),0.00% (0/2),0.00% (0/26)
src/openssl/crypto/des/cfb64ede.c,0.00% (0/140),0.00% (0/2),0.00% (0/116)
src/openssl/crypto/des/cfb64enc.c,0.00% (0/52),0.00% (0/1),0.00% (0/23)
src/openssl/crypto/des/cfb_enc.c,0.00% (0/84),0.00% (0/1),0.00% (0/85)
src/openssl/crypto/des/des_enc.c,0.00% (0/220),0.00% (0/5),0.00% (0/374)
src/openssl/crypto/des/ecb3_enc.c,0.00% (0/18),0.00% (0/1),0.00% (0/9)
src/openssl/crypto/des/ecb_enc.c,0.00% (0/37),0.00% (0/2),0.00% (0/12)
src/openssl/crypto/des/ncbc_enc.c,0.00% (0/79),0.00% (0/1),0.00% (0/62)
src/openssl/crypto/des/ofb64ede.c,0.00% (0/38),0.00% (0/1),0.00% (0/16)
src/openssl/crypto/des/ofb64enc.c,0.00% (0/40),0.00% (0/1),0.00% (0/17)
src/openssl/crypto/des/set_key.c,0.00% (0/84),0.00% (0/7),0.00% (0/52)
src/openssl/crypto/des/xcbc_enc.c,0.00% (0/82),0.00% (0/1),0.00% (0/66)
src/openssl/crypto/dh/dh_ameth.c,0.00% (0/625),0.00% (0/29),0.00% (0/595)
src/openssl/crypto/dh/dh_asn1.c,0.00% (0/64),0.00% (0/3),0.00% (0/36)
src/openssl/crypto/dh/dh_check.c,0.00% (0/94),0.00% (0/2),0.00% (0/162)
src/openssl/crypto/dh/dh_err.c,100.00% (8/8),100.00% (1/1),100.00% (3/3)
src/openssl/crypto/dh/dh_gen.c,0.00% (0/63),0.00% (0/2),0.00% (0/71)
src/openssl/crypto/dh/dh_kdf.c,0.00% (0/106),0.00% (0/3),0.00% (0/82)
src/openssl/crypto/dh/dh_key.c,1.99% (3/151),11.11% (1/9),0.71% (1/141)
src/openssl/crypto/dh/dh_lib.c,0.00% (0/133),0.00% (0/11),0.00% (0/87)
src/openssl/crypto/dh/dh_pmeth.c,0.00% (0/291),0.00% (0/8),0.00% (0/223)
src/openssl/crypto/dh/dh_rfc5114.c,0.00% (0/18),0.00% (0/1),0.00% (0/17)
src/openssl/crypto/dsa/dsa_ameth.c,0.00% (0/431),0.00% (0/22),0.00% (0/407)
src/openssl/crypto/dsa/dsa_asn1.c,0.00% (0/66),0.00% (0/5),0.00% (0/45)
src/openssl/crypto/dsa/dsa_err.c,100.00% (8/8),100.00% (1/1),100.00% (3/3)
src/openssl/crypto/dsa/dsa_gen.c,0.00% (0/467),0.00% (0/4),0.00% (0/503)
src/openssl/crypto/dsa/dsa_key.c,0.00% (0/49),0.00% (0/2),0.00% (0/48)
src/openssl/crypto/dsa/dsa_lib.c,4.12% (7/170),8.33% (1/12),2.48% (3/121)
src/openssl/crypto/dsa/dsa_ossl.c,1.35% (3/222),16.67% (1/6),0.40% (1/248)
src/openssl/crypto/dsa/dsa_pmeth.c,0.00% (0/142),0.00% (0/8),0.00% (0/132)
src/openssl/crypto/dsa/dsa_sign.c,0.00% (0/24),0.00% (0/4),0.00% (0/15)
src/openssl/crypto/dsa/dsa_vrf.c,0.00% (0/3),0.00% (0/1),0.00% (0/1)
src/openssl/crypto/dso/dso_dlfcn.c,22.89% (46/201),44.44% (4/9),18.87% (40/212)
src/openssl/crypto/dso/dso_err.c,100.00% (8/8),100.00% (1/1),100.00% (3/3)
src/openssl/crypto/dso/dso_lib.c,29.51% (85/288),33.33% (7/21),33.45% (96/287)
src/openssl/crypto/dso/dso_openssl.c,100.00% (3/3),100.00% (1/1),100.00% (1/1)
src/openssl/crypto/ec/ec2_mult.c,0.00% (0/259),0.00% (0/7),0.00% (0/291)
src/openssl/crypto/ec/ec2_oct.c,0.00% (0/249),0.00% (0/3),0.00% (0/254)
src/openssl/crypto/ec/ec2_smpl.c,0.00% (0/488),0.00% (0/27),0.00% (0/412)
src/openssl/crypto/ec/ec_ameth.c,0.00% (0/689),0.00% (0/27),0.00% (0/678)
src/openssl/crypto/ec/ec_asn1.c,0.00% (0/850),0.00% (0/17),0.00% (0/910)
src/openssl/crypto/ec/ec_curve.c,0.00% (0/143),0.00% (0/5),0.00% (0/137)
src/openssl/crypto/ec/ec_cvt.c,0.00% (0/43),0.00% (0/2),0.00% (0/33)
src/openssl/crypto/ec/ec_err.c,100.00% (8/8),100.00% (1/1),100.00% (3/3)
src/openssl/crypto/ec/ec_key.c,0.00% (0/355),0.00% (0/26),0.00% (0/305)
src/openssl/crypto/ec/ec_lib.c,0.00% (0/744),0.00% (0/60),0.00% (0/672)
src/openssl/crypto/ec/ec_mult.c,0.00% (0/548),0.00% (0/8),0.00% (0/513)
src/openssl/crypto/ec/ec_oct.c,0.00% (0/86),0.00% (0/4),0.00% (0/88)
src/openssl/crypto/ec/ec_pmeth.c,0.00% (0/297),0.00% (0/10),0.00% (0/282)
src/openssl/crypto/ec/ec_print.c,0.00% (0/83),0.00% (0/4),0.00% (0/66)
src/openssl/crypto/ec/eck_prn.c,0.00% (0/255),0.00% (0/7),0.00% (0/259)
src/openssl/crypto/ec/ecp_mont.c,0.00% (0/189),0.00% (0/11),0.00% (0/106)
src/openssl/crypto/ec/ecp_nist.c,0.00% (0/117),0.00% (0/5),0.00% (0/84)
src/openssl/crypto/ec/ecp_nistp224.c,0.00% (0/988),0.00% (0/41),0.00% (0/405)
src/openssl/crypto/ec/ecp_nistp521.c,0.00% (0/1210),0.00% (0/42),0.00% (0/395)
src/openssl/crypto/ec/ecp_nistputil.c,0.00% (0/47),0.00% (0/2),0.00% (0/63)
src/openssl/crypto/ec/ecp_nistz256.c,0.00% (0/691),0.00% (0/21),0.00% (0/476)
src/openssl/crypto/ec/ecp_oct.c,0.00% (0/285),0.00% (0/3),0.00% (0/294)
src/openssl/crypto/ec/ecp_smpl.c,0.00% (0/968),0.00% (0/28),0.00% (0/938)
src/openssl/crypto/ecdh/ech_err.c,100.00% (8/8),100.00% (1/1),100.00% (3/3)
src/openssl/crypto/ecdh/ech_kdf.c,0.00% (0/44),0.00% (0/1),0.00% (0/38)
src/openssl/crypto/ecdh/ech_key.c,0.00% (0/6),0.00% (0/1),0.00% (0/4)
src/openssl/crypto/ecdh/ech_lib.c,0.00% (0/113),0.00% (0/11),0.00% (0/61)
src/openssl/crypto/ecdh/ech_ossl.c,0.00% (0/98),0.00% (0/2),0.00% (0/86)
src/openssl/crypto/ecdsa/ecs_err.c,100.00% (8/8),100.00% (1/1),100.00% (3/3)
src/openssl/crypto/ecdsa/ecs_lib.c,0.00% (0/185),0.00% (0/21),0.00% (0/99)
src/openssl/crypto/ecdsa/ecs_ossl.c,0.00% (0/319),0.00% (0/4),0.00% (0/337)
src/openssl/crypto/ecdsa/ecs_sign.c,0.00% (0/30),0.00% (0/5),0.00% (0/14)
src/openssl/crypto/ecdsa/ecs_vrf.c,0.00% (0/29),0.00% (0/2),0.00% (0/20)
src/openssl/crypto/engine/eng_all.c,100.00% (42/42),100.00% (1/1),100.00% (1/1)
src/openssl/crypto/engine/eng_cnf.c,8.70% (4/46),20.00% (1/5),1.69% (1/59)
src/openssl/crypto/engine/eng_ctrl.c,0.00% (0/215),0.00% (0/7),0.00% (0/254)
src/openssl/crypto/engine/eng_dyn.c,6.86% (19/277),18.18% (2/11),7.64% (21/275)
src/openssl/crypto/engine/eng_err.c,100.00% (8/8),100.00% (1/1),100.00% (3/3)
src/openssl/crypto/engine/eng_fat.c,39.19% (29/74),50.00% (2/4),10.67% (8/75)
src/openssl/crypto/engine/eng_init.c,12.28% (7/57),25.00% (1/4),10.17% (6/59)
src/openssl/crypto/engine/eng_lib.c,47.16% (83/176),50.00% (15/30),52.21% (59/113)
src/openssl/crypto/engine/eng_list.c,29.95% (59/197),36.36% (4/11),35.48% (55/155)
src/openssl/crypto/engine/eng_pkey.c,8.33% (8/96),22.22% (2/9),2.06% (2/97)
src/openssl/crypto/engine/eng_rdrand.c,46.15% (24/52),50.00% (3/6),53.66% (22/41)
src/openssl/crypto/engine/eng_table.c,52.10% (87/167),46.15% (6/13),50.43% (117/232)
src/openssl/crypto/engine/tb_asnmth.c,14.53% (17/117),15.38% (2/13),11.25% (9/80)
src/openssl/crypto/engine/tb_cipher.c,28.85% (15/52),22.22% (2/9),24.14% (7/29)
src/openssl/crypto/engine/tb_dh.c,31.43% (11/35),25.00% (2/8),29.41% (5/17)
src/openssl/crypto/engine/tb_digest.c,34.62% (18/52),33.33% (3/9),27.59% (8/29)
src/openssl/crypto/engine/tb_dsa.c,31.43% (11/35),25.00% (2/8),29.41% (5/17)
src/openssl/crypto/engine/tb_ecdh.c,11.43% (4/35),12.50% (1/8),17.65% (3/17)
src/openssl/crypto/engine/tb_ecdsa.c,11.43% (4/35),12.50% (1/8),17.65% (3/17)
src/openssl/crypto/engine/tb_pkmeth.c,22.39% (15/67),20.00% (2/10),18.92% (7/37)
src/openssl/crypto/engine/tb_rand.c,40.00% (14/35),37.50% (3/8),35.29% (6/17)
src/openssl/crypto/engine/tb_rsa.c,31.43% (11/35),25.00% (2/8),29.41% (5/17)
src/openssl/crypto/err/err.c,59.75% (334/559),59.26% (32/54),62.71% (375/598)
src/openssl/crypto/err/err_all.c,100.00% (50/50),100.00% (1/1),100.00% (1/1)
src/openssl/crypto/err/err_prn.c,0.00% (0/33),0.00% (0/5),0.00% (0/14)
src/openssl/crypto/evp/bio_b64.c,0.00% (0/369),0.00% (0/8),0.00% (0/321)
src/openssl/crypto/evp/bio_enc.c,0.00% (0/249),0.00% (0/8),0.00% (0/183)
src/openssl/crypto/evp/bio_md.c,0.00% (0/144),0.00% (0/8),0.00% (0/115)
src/openssl/crypto/evp/c_all.c,100.00% (5/5),100.00% (1/1),100.00% (1/1)
src/openssl/crypto/evp/c_allc.c,100.00% (162/162),100.00% (1/1),100.00% (115/115)
src/openssl/crypto/evp/c_alld.c,100.00% (49/49),100.00% (1/1),100.00% (28/28)
src/openssl/crypto/evp/digest.c,32.43% (60/185),41.67% (5/12),33.53% (56/167)
src/openssl/crypto/evp/e_aes.c,1.55% (13/839),15.15% (5/33),1.33% (9/678)
src/openssl/crypto/evp/e_aes_cbc_hmac_sha1.c,1.54% (8/518),28.57% (2/7),1.94% (6/310)
src/openssl/crypto/evp/e_aes_cbc_hmac_sha256.c,1.47% (8/546),28.57% (2/7),2.52% (8/317)
src/openssl/crypto/evp/e_bf.c,0.00% (0/4),0.00% (0/1),0.00% (0/3)
src/openssl/crypto/evp/e_camellia.c,2.56% (2/78),12.50% (1/8),1.96% (1/51)
src/openssl/crypto/evp/e_cast.c,0.00% (0/4),0.00% (0/1),0.00% (0/3)
src/openssl/crypto/evp/e_des.c,0.00% (0/104),0.00% (0/8),0.00% (0/75)
src/openssl/crypto/evp/e_des3.c,4.59% (9/196),20.00% (3/15),1.71% (3/175)
src/openssl/crypto/evp/e_idea.c,0.00% (0/22),0.00% (0/2),0.00% (0/26)
src/openssl/crypto/evp/e_null.c,0.00% (0/11),0.00% (0/3),0.00% (0/5)
src/openssl/crypto/evp/e_rc2.c,7.06% (6/85),25.00% (2/8),2.86% (2/70)
src/openssl/crypto/evp/e_rc4.c,42.86% (6/14),50.00% (2/4),33.33% (2/6)
src/openssl/crypto/evp/e_rc4_hmac_md5.c,2.00% (3/150),25.00% (1/4),1.04% (1/96)
src/openssl/crypto/evp/e_rc5.c,0.00% (0/28),0.00% (0/2),0.00% (0/30)
src/openssl/crypto/evp/e_seed.c,0.00% (0/4),0.00% (0/1),0.00% (0/1)
src/openssl/crypto/evp/e_xcbc_d.c,12.00% (3/25),33.33% (1/3),4.76% (1/21)
src/openssl/crypto/evp/encode.c,0.00% (0/210),0.00% (0/9),0.00% (0/159)
src/openssl/crypto/evp/evp_cnf.c,8.82% (3/34),50.00% (1/2),2.86% (1/35)
src/openssl/crypto/evp/evp_enc.c,0.00% (0/438),0.00% (0/24),0.00% (0/406)
src/openssl/crypto/evp/evp_err.c,100.00% (8/8),100.00% (1/1),100.00% (3/3)
src/openssl/crypto/evp/evp_key.c,0.00% (0/107),0.00% (0/5),0.00% (0/102)
src/openssl/crypto/evp/evp_lib.c,5.15% (10/194),9.68% (3/31),3.33% (5/150)
src/openssl/crypto/evp/evp_locl.h,2.08% (1/48),20.00% (1/5),2.13% (1/47)
src/openssl/crypto/evp/evp_pbe.c,0.00% (0/124),0.00% (0/8),0.00% (0/123)
src/openssl/crypto/evp/evp_pkey.c,0.00% (0/114),0.00% (0/13),0.00% (0/83)
src/openssl/crypto/evp/m_dss.c,25.00% (3/12),25.00% (1/4),25.00% (1/4)
src/openssl/crypto/evp/m_dss1.c,25.00% (3/12),25.00% (1/4),25.00% (1/4)
src/openssl/crypto/evp/m_ecdsa.c,25.00% (3/12),25.00% (1/4),25.00% (1/4)
src/openssl/crypto/evp/m_md4.c,25.00% (3/12),25.00% (1/4),25.00% (1/4)
src/openssl/crypto/evp/m_md5.c,25.00% (3/12),25.00% (1/4),25.00% (1/4)
src/openssl/crypto/evp/m_mdc2.c,25.00% (3/12),25.00% (1/4),25.00% (1/4)
src/openssl/crypto/evp/m_ripemd.c,25.00% (3/12),25.00% (1/4),25.00% (1/4)
src/openssl/crypto/evp/m_sha.c,25.00% (3/12),25.00% (1/4),25.00% (1/4)
src/openssl/crypto/evp/m_sha1.c,50.00% (24/48),50.00% (8/16),50.00% (8/16)
src/openssl/crypto/evp/m_sigver.c,0.00% (0/117),0.00% (0/5),0.00% (0/118)
src/openssl/crypto/evp/m_wp.c,25.00% (3/12),25.00% (1/4),25.00% (1/4)
src/openssl/crypto/evp/names.c,45.36% (44/97),36.36% (4/11),54.55% (30/55)
src/openssl/crypto/evp/p5_crpt.c,0.00% (0/69),0.00% (0/2),0.00% (0/66)
src/openssl/crypto/evp/p5_crpt2.c,0.00% (0/165),0.00% (0/4),0.00% (0/138)
src/openssl/crypto/evp/p_lib.c,0.00% (0/271),0.00% (0/31),0.00% (0/242)
src/openssl/crypto/evp/p_sign.c,0.00% (0/51),0.00% (0/1),0.00% (0/50)
src/openssl/crypto/evp/p_verify.c,0.00% (0/46),0.00% (0/1),0.00% (0/47)
src/openssl/crypto/evp/pmeth_fn.c,0.00% (0/212),0.00% (0/13),0.00% (0/355)
src/openssl/crypto/evp/pmeth_gn.c,0.00% (0/121),0.00% (0/10),0.00% (0/119)
src/openssl/crypto/evp/pmeth_lib.c,15.04% (54/359),26.53% (13/49),6.34% (17/268)
src/openssl/crypto/ex_data.c,34.64% (97/280),41.67% (10/24),30.28% (132/436)
src/openssl/crypto/hmac/hm_ameth.c,0.00% (0/47),0.00% (0/5),0.00% (0/32)
src/openssl/crypto/hmac/hm_pmeth.c,0.00% (0/108),0.00% (0/8),0.00% (0/75)
src/openssl/crypto/hmac/hmac.c,0.00% (0/131),0.00% (0/9),0.00% (0/124)
src/openssl/crypto/idea/i_cbc.c,0.00% (0/97),0.00% (0/2),0.00% (0/202)
src/openssl/crypto/idea/i_cfb64.c,0.00% (0/52),0.00% (0/1),0.00% (0/20)
src/openssl/crypto/idea/i_ecb.c,0.00% (0/19),0.00% (0/2),0.00% (0/9)
src/openssl/crypto/idea/i_ofb64.c,0.00% (0/40),0.00% (0/1),0.00% (0/15)
src/openssl/crypto/idea/i_skey.c,0.00% (0/86),0.00% (0/3),0.00% (0/33)
src/openssl/crypto/lhash/lhash.c,70.83% (187/264),69.23% (9/13),65.44% (89/136)
src/openssl/crypto/md32_common.h,86.96% (60/69),66.67% (2/3),69.05% (58/84)
src/openssl/crypto/md4/md4_dgst.c,0.00% (0/106),0.00% (0/2),0.00% (0/184)
src/openssl/crypto/md5/md5_dgst.c,0.00% (0/8),0.00% (0/1),0.00% (0/5)
src/openssl/crypto/mdc2/mdc2dgst.c,0.00% (0/81),0.00% (0/4),0.00% (0/41)
src/openssl/crypto/mem.c,14.02% (30/214),21.74% (5/23),11.18% (19/170)
src/openssl/crypto/mem_dbg.c,7.81% (30/384),19.05% (4/21),6.20% (25/403)
src/openssl/crypto/modes/cbc128.c,0.00% (0/128),0.00% (0/2),0.00% (0/83)
src/openssl/crypto/modes/ccm128.c,0.00% (0/310),0.00% (0/10),0.00% (0/139)
src/openssl/crypto/modes/cfb128.c,0.00% (0/147),0.00% (0/4),0.00% (0/85)
src/openssl/crypto/modes/ctr128.c,0.00% (0/136),0.00% (0/5),0.00% (0/64)
src/openssl/crypto/modes/gcm128.c,0.00% (0/684),0.00% (0/12),0.00% (0/376)
src/openssl/crypto/modes/ofb128.c,0.00% (0/50),0.00% (0/1),0.00% (0/26)
src/openssl/crypto/modes/wrap128.c,0.00% (0/60),0.00% (0/2),0.00% (0/41)
src/openssl/crypto/modes/xts128.c,0.00% (0/104),0.00% (0/1),0.00% (0/35)
src/openssl/crypto/o_init.c,100.00% (6/6),100.00% (1/1),100.00% (4/4)
src/openssl/crypto/o_time.c,0.00% (0/91),0.00% (0/6),0.00% (0/50)
src/openssl/crypto/objects/o_names.c,31.31% (67/214),33.33% (5/15),23.99% (71/296)
src/openssl/crypto/objects/obj_dat.c,3.26% (17/522),12.00% (3/25),5.36% (29/541)
src/openssl/crypto/objects/obj_err.c,100.00% (8/8),100.00% (1/1),100.00% (3/3)
src/openssl/crypto/objects/obj_lib.c,0.00% (0/62),0.00% (0/2),0.00% (0/51)
src/openssl/crypto/objects/obj_xref.c,0.00% (0/101),0.00% (0/8),0.00% (0/133)
